"reassignments","bus_comp_hrs","priorities"
2,43.43,"Medium"
1,18.5,"Low"
2,3.15,"Medium"
3,20,"Medium"
1,1.62,"Medium"
6,510.13,"Low"
1,4.38,"High"
5,824,"Medium"
1,0.78,"Low"
1,2.22,"Low"
0,4,"Low"
2,18.07,"Low"
1,40.83,"Low"
1,1.87,"Low"
1,28.47,"Medium"
1,10,"Medium"
1,87.08,"Low"
1,115.87,"Low"
0,0,"Low"
3,10.25,"Low"
3,990,"Low"
0,201.1,"Low"
2,63.8,"Low"
1,301.63,"Medium"
0,5.85,"Low"
0,4.78,"Low"
0,0,"Low"
1,0,"Low"
3,40,"Low"
0,0,"Low"
1,1.83,"Medium"
0,0,"Low"
1,0,"Low"
0,0,"Low"
1,3.85,"Low"
1,0,"Low"
1,0,"Low"
0,3.26,"High"
0,9.35,"Low"
1,2.33,"Medium"
1,0,"Low"
2,0,"Medium"
2,0.28,"Low"
1,9.33,"Low"
0,0,"Low"
1,0,"Low"
1,1.13,"Low"
1,7.02,"High"
1,15.88,"Low"
1,1.8,"Medium"
0,0.65,"Low"
1,0,"Low"
1,0,"Low"
2,62.12,"Medium"
1,4.38,"Low"
0,0.87,"Medium"
1,0.22,"Low"
1,0.1,"Medium"
0,0.67,"Low"
1,20,"Low"
1,0.8,"Low"
0,6.45,"Medium"
0,0.58,"High"
0,43.5,"Low"
1,45.38,"Low"
1,6.47,"Medium"
1,19.15,"Medium"
1,0.58,"Low"
0,146.4,"Low"
1,6.28,"Medium"
1,0.43,"Low"
1,376.37,"Medium"
2,146.25,"Low"
1,1.22,"Medium"
2,63.25,"Medium"
0,1.87,"Medium"
1,0.42,"Low"
0,40.09,"Low"
1,26.68,"Medium"
0,39.59,"Low"
2,20.55,"Medium"
2,1.22,"Medium"
1,3.3,"Low"
0,1,"Medium"
1,27.52,"Low"
2,199.35,"Low"
1,3.92,"Low"
2,1.02,"Low"
2,20.43,"High"
1,4.47,"Low"
1,14.13,"Medium"
2,23.15,"Medium"
1,0.42,"Low"
1,24.9,"Medium"
2,79.77,"Low"
2,79.75,"Low"
2,79.73,"Low"
3,169.96,"High"
1,853.12,"Low"
0,0.45,"Low"
2,24.68,"Medium"
2,9.8,"Medium"
3,28.38,"Medium"
2,783.48,"Low"
1,7.38,"Low"
0,27.91,"Low"
1,0.18,"Low"
1,4.87,"Medium"
2,11.4,"Medium"
3,116.09,"Low"
1,42.82,"Medium"
3,154.43,"Medium"
1,55.57,"Low"
1,0.27,"Low"
1,55.51,"Low"
1,15.95,"Low"
0,0.6,"Medium"
1,123.43,"Low"
0,0.67,"Low"
0,4.05,"Low"
1,45.85,"Medium"
2,2453.11,"Low"
1,0.85,"Medium"
1,108.51,"Medium"
1,26.68,"Medium"
1,0.32,"Low"
2,148.52,"Low"
1,10,"Low"
0,0,"Low"
2,322.78,"Low"
1,0,"Low"
1,31.82,"Low"
1,1414.4,"Medium"
0,5.77,"Low"
1,2.75,"Low"
1,0,"Low"
0,0,"Low"
1,89.2,"Low"
1,0,"Low"
0,0,"Low"
1,0,"Low"
1,0,"Low"
1,583.77,"Low"
3,9.6,"Low"
1,5.73,"Low"
0,0.5,"Low"
1,0,"Low"
1,3.08,"Medium"
2,30,"Low"
3,23.53,"Medium"
0,0.5,"Low"
0,1.8,"Low"
1,6.35,"Medium"
1,0,"Low"
2,803.1,"Low"
0,0.47,"Low"
1,1.67,"Low"
1,1.4,"Low"
1,2,"Medium"
1,3.38,"Low"
2,8.51,"Medium"
1,7.03,"Low"
1,2.47,"Low"
1,8,"Medium"
1,14.68,"Low"
1,3.53,"Low"
0,1.65,"Low"
1,180.47,"Low"
1,0.92,"Low"
1,2.97,"Low"
1,0.13,"Low"
1,60.25,"Low"
1,389.8,"Low"
1,0.28,"Low"
4,123.46,"Low"
1,2.98,"Low"
0,1.32,"Medium"
4,38.12,"Low"
1,1194.43,"Low"
1,44.18,"Medium"
0,0.28,"Low"
1,179.67,"Low"
1,0.95,"Low"
1,5.75,"Medium"
1,1.08,"Low"
0,1410.45,"Low"
1,1.75,"Low"
3,149.25,"Low"
1,7.42,"Medium"
1,7.4,"Medium"
1,7.38,"Medium"
1,7.38,"Medium"
1,7.38,"Medium"
1,7.36,"Medium"
1,7.36,"Medium"
1,7.36,"Medium"
1,24.08,"Low"
3,25.08,"Low"
0,2.17,"Low"
1,1.17,"High"
1,26.33,"Low"
2,205.46,"Medium"
1,0.28,"Low"
2,234,"Medium"
2,148.55,"Low"
0,10.38,"Medium"
2,20.51,"High"
1,214.83,"Low"
2,8.83,"Medium"
2,180.25,"Low"
1,42.05,"Low"
2,0.98,"Low"
1,0.85,"Low"
2,9.8,"Low"
0,0.82,"Medium"
1,4.97,"Medium"
1,5.63,"Medium"
1,11.55,"Low"
0,73.32,"Low"
1,40.46,"Medium"
1,3.23,"Medium"
0,0.2,"Low"
1,1.97,"Low"
1,2.32,"Low"
2,1.89,"Low"
0,0,"Low"
2,12.18,"Medium"
0,0,"Low"
1,6.3,"Low"
1,1.18,"Low"
1,2.07,"Medium"
1,2.78,"Low"
0,0,"Medium"
1,60,"Medium"
2,122.08,"Low"
2,753.08,"Low"
2,10.08,"Medium"
2,1.63,"Medium"
1,1.13,"High"
1,13.6,"Low"
1,3.67,"Medium"
3,213.62,"Low"
1,6.42,"Low"
0,127.47,"Low"
1,21.58,"Low"
1,72.27,"Low"
1,6.25,"Low"
1,10.1,"Medium"
1,10.42,"Medium"
1,40.48,"Low"
0,0,"Medium"
1,0,"Low"
1,127.48,"Medium"
0,0,"Medium"
2,31.32,"Low"
1,1.58,"Low"
1,3.67,"Low"
0,0.33,"Low"
1,1.97,"Medium"
0,2.03,"Low"
1,6.65,"Medium"
1,16.2,"Medium"
1,1184.85,"Low"
2,11.27,"Low"
0,3.22,"Medium"
0,3.13,"Medium"
2,2.97,"Low"
1,2.22,"Low"
2,6.8,"Medium"
3,2.3,"Medium"
1,5.23,"Medium"
3,31.81,"Medium"
1,2.58,"High"
4,47.83,"Low"
1,95.9,"Medium"
1,4.75,"Medium"
3,145.35,"Medium"
2,187.83,"Low"
3,6.63,"Medium"
1,5.39,"Low"
4,126.45,"Medium"
0,21.8,"Low"
1,1.35,"Medium"
1,21.23,"Low"
0,0.18,"Low"
1,3.87,"Medium"
3,3.3,"Medium"
1,3.33,"Low"
1,50.63,"Low"
1,0.73,"Low"
5,20.6,"Low"
1,8.88,"Low"
1,0.78,"Low"
1,6.32,"Medium"
2,65.32,"Low"
1,4.16,"Medium"
3,19.67,"Low"
0,3.08,"Low"
4,7.13,"Medium"
1,216.58,"Low"
0,1.1,"Medium"
1,4.67,"Medium"
1,0.87,"Medium"
2,758.68,"Low"
2,76.55,"Low"
1,0.73,"Low"
0,1.36,"Low"
1,0.57,"Low"
1,10,"Medium"
1,36.87,"Low"
2,3.77,"Medium"
1,3.57,"Low"
2,14.44,"High"
1,3.47,"Medium"
1,0.98,"Low"
1,853.57,"Medium"
2,7.53,"Medium"
1,0,"Low"
0,1.15,"Low"
2,1.5,"Medium"
3,67.82,"Low"
1,84.47,"Low"
2,1.5,"Low"
1,14.82,"Medium"
1,841.17,"Low"
1,43.92,"Low"
1,43,"Medium"
1,23.38,"Low"
0,1.08,"Low"
2,3.37,"Medium"
1,3.33,"Medium"
0,0,"Medium"
1,0,"Medium"
1,51.85,"Low"
1,4.08,"Low"
1,10,"Medium"
2,0,"Medium"
2,3.15,"Low"
1,69.25,"Medium"
0,4.77,"Medium"
1,6.98,"Medium"
1,3.75,"Low"
1,10.67,"Low"
1,53.33,"Low"
1,0.37,"Low"
0,11.04,"Low"
0,10.57,"Low"
0,0.4,"Low"
2,123.13,"Low"
1,0.63,"Medium"
0,1.92,"Low"
2,0.37,"Low"
1,41.27,"Medium"
0,219.26,"Low"
1,136.17,"Low"
2,14.32,"Low"
0,138.2,"Low"
0,8.46,"Low"
2,1.72,"Medium"
9,1592.41,"Medium"
1,1174.5,"Low"
1,0.17,"Low"
1,8.15,"Medium"
1,17.68,"Low"
1,0.18,"Low"
1,60.27,"Low"
1,110.67,"Low"
1,17.39,"Low"
2,0.68,"Medium"
4,132.62,"Low"
2,132.45,"Low"
1,1.78,"Low"
2,208.65,"Low"
1,31.2,"Low"
1,218.9,"Low"
2,2.32,"Low"
0,0.45,"Low"
0,0.45,"Low"
0,0.4,"Low"
0,0.42,"Low"
0,0.42,"Low"
0,0.42,"Low"
1,7.28,"Medium"
1,107.27,"Medium"
1,15.75,"Medium"
1,23.62,"Low"
0,0.92,"Low"
1,4.71,"Low"
0,4.73,"Low"
1,2.86,"Medium"
1,156,"Medium"
1,64.82,"Low"
1,24.73,"High"
1,2359.47,"Medium"
1,17.12,"Low"
2,24.91,"Low"
1,13.68,"Low"
2,33.47,"Low"
1,724.79,"Low"
1,5.05,"Low"
3,3.89,"Low"
4,4.4,"Low"
2,1.57,"Low"
1,456.41,"Low"
2,1.65,"Low"
1,117.2,"Low"
1,11.27,"Low"
1,537.88,"Low"
1,0.05,"Low"
3,790,"Medium"
0,0.57,"Low"
1,236.85,"Medium"
1,0.33,"Low"
0,8.05,"Medium"
0,8.07,"Medium"
1,12.63,"Medium"
1,67.42,"Medium"
1,0.58,"Low"
2,364.17,"Medium"
1,0.58,"Low"
1,3.4,"Low"
1,0.68,"Low"
1,67.47,"Low"
7,276.65,"Medium"
5,320,"Medium"
1,51.3,"Low"
1,0.77,"Low"
2,154.28,"Low"
1,3.23,"Medium"
2,230.98,"Medium"
1,0,"Low"
2,34.55,"Low"
1,0,"Low"
1,318.45,"High"
1,22.92,"Low"
2,1.37,"Medium"
1,11.2,"Medium"
1,75.55,"Medium"
0,6.77,"Low"
0,8.08,"Medium"
2,90.05,"Medium"
2,89.9,"Medium"
1,4,"Low"
1,14,"Medium"
1,0.87,"Low"
1,15.37,"Low"
1,13.75,"Low"
1,0.46,"High"
1,41.91,"Medium"
0,0.07,"Low"
4,77.4,"High"
1,2.18,"Low"
1,0.78,"Low"
1,0.12,"Low"
0,57.01,"Medium"
0,57.15,"Medium"
0,57.15,"Medium"
0,57.05,"Medium"
0,57.1,"Medium"
0,17,"Medium"
0,57.09,"Medium"
1,0.02,"Low"
2,43.02,"Low"
1,11.3,"Medium"
2,8.83,"Medium"
1,69.58,"High"
2,50.35,"Medium"
1,19.58,"Low"
4,755.9,"Low"
3,14.35,"Low"
1,339.47,"Low"
0,2.13,"Medium"
1,2.07,"Medium"
1,66.96,"Medium"
1,10.3,"Low"
0,0.4,"Low"
0,0.57,"Low"
2,17.61,"Low"
2,2.93,"Medium"
1,5.01,"High"
3,69.22,"Low"
0,0.72,"Low"
2,445.57,"Medium"
1,11.57,"Low"
1,19.6,"Low"
0,1.77,"Low"
2,218.58,"Medium"
0,0.6,"Low"
0,0.58,"Low"
1,43.87,"Low"
2,4.87,"Medium"
1,2.38,"Medium"
1,0.28,"Low"
2,63.99,"Low"
0,53.82,"Medium"
1,34.03,"Low"
1,1.6,"Medium"
1,0.38,"Low"
1,164.39,"Low"
3,256.78,"Medium"
1,43.57,"Medium"
1,0.22,"Low"
2,91.98,"Medium"
3,426.23,"Low"
1,3.57,"High"
4,92.12,"Medium"
1,0.8,"Low"
2,34.55,"Medium"
1,0.55,"Low"
2,10.72,"Medium"
1,18.53,"Low"
3,0.75,"Low"
3,480.91,"Medium"
0,1.23,"Medium"
1,0,"Low"
1,13.95,"Medium"
1,0,"Low"
4,108.47,"Low"
0,0,"Low"
0,0,"Low"
2,163.28,"Low"
3,3.5,"Low"
2,349.4,"Low"
2,6.53,"Low"
5,594.68,"Low"
1,0,"Low"
1,0.48,"Medium"
1,61.72,"Medium"
1,0.28,"Medium"
0,0,"Low"
1,1.58,"Medium"
2,0,"Low"
1,0,"Low"
1,235.72,"Medium"
1,1060.18,"Low"
2,67.05,"Low"
1,107.65,"Medium"
1,0.43,"Medium"
1,10.28,"Low"
1,0,"Low"
3,1410,"Low"
2,13.28,"Low"
1,0,"Low"
1,220,"Medium"
1,1.92,"Medium"
1,1.65,"Low"
0,0,"Low"
3,264.68,"Low"
2,12.72,"Medium"
2,10.35,"Medium"
1,133.03,"Low"
2,0.38,"Medium"
1,0,"Low"
1,8.58,"Medium"
3,7.78,"Low"
2,28.25,"Medium"
1,55.5,"Low"
1,10.88,"Low"
1,68.48,"Low"
0,1,"Low"
1,449.85,"Medium"
1,4.77,"Low"
1,1.43,"Low"
0,3.42,"Low"
1,1.05,"Low"
1,0,"Medium"
1,2.9,"Medium"
0,0,"Low"
1,6.5,"Low"
1,0.37,"Medium"
1,57.68,"Medium"
1,1.12,"Medium"
1,0,"Low"
2,78.63,"Low"
3,246.43,"Low"
2,266.7,"Low"
2,6.37,"Low"
2,31.27,"High"
2,18.22,"Medium"
1,0,"Low"
3,33.62,"Medium"
1,23.67,"Low"
1,0.18,"Low"
1,0,"Medium"
1,31.63,"Low"
2,2.33,"Low"
1,0,"Low"
0,12.22,"Low"
1,10,"Medium"
0,1.1,"Medium"
1,12.52,"Low"
1,0,"Low"
0,13.13,"Medium"
1,0.74,"High"
2,7.8,"Medium"
1,57.52,"Low"
0,58.17,"Low"
0,0.87,"High"
1,1.28,"Medium"
1,6.22,"Medium"
1,0,"Low"
1,0,"Low"
1,33.68,"Medium"
1,0,"Low"
2,64.13,"Low"
1,75.75,"Low"
1,71.55,"Low"
2,0,"Low"
0,5.45,"Low"
0,10.92,"Low"
0,11.83,"Low"
1,110.78,"Medium"
1,58.2,"Low"
1,331.55,"Low"
1,7.4,"Medium"
1,0,"Medium"
1,14.23,"Medium"
1,8.7,"Low"
1,241.98,"Low"
0,0,"Medium"
1,1.47,"High"
0,1.38,"High"
0,1.38,"High"
1,0,"Low"
1,290,"Low"
1,28.9,"Low"
1,141.35,"Low"
2,1.92,"High"
1,0,"Low"
0,0.47,"Low"
0,3.18,"Low"
1,3.82,"Low"
0,9.03,"Low"
1,0,"Medium"
0,8.15,"Low"
5,7.67,"Low"
1,16.45,"Medium"
1,49.28,"Medium"
1,0,"Low"
1,14.75,"Low"
1,9.32,"Low"
0,2.16,"High"
0,0.58,"Low"
0,81.42,"Low"
0,0.57,"Low"
1,1.88,"Medium"
0,30.1,"Low"
2,1.85,"Low"
2,2.58,"High"
1,44.48,"Low"
0,495.65,"Medium"
0,3.02,"Low"
2,12.24,"Medium"
1,229.15,"Medium"
3,108.32,"Medium"
3,9.95,"Medium"
1,0.72,"Low"
0,38.33,"Low"
0,0.08,"Low"
1,9.45,"Low"
1,1.45,"Medium"
2,2.33,"Low"
1,9.28,"Low"
0,1.8,"Low"
1,4.92,"Low"
2,3.63,"Medium"
1,1.42,"Low"
0,7.85,"Low"
0,0.53,"Low"
1,1.35,"Low"
1,58.88,"Low"
1,4.4,"Low"
1,36.93,"Low"
2,4.38,"Low"
0,0.27,"Medium"
1,0.62,"Low"
2,352.55,"Medium"
2,16.55,"Medium"
1,0.48,"Low"
2,148.02,"Low"
1,5.11,"Low"
1,6.43,"Low"
1,6.25,"Medium"
0,1.72,"Low"
0,9.2,"Medium"
1,0.95,"Low"
2,36.5,"Medium"
1,1.33,"Low"
1,26.32,"Low"
0,0.62,"Low"
1,5.5,"Low"
4,248.62,"Low"
1,0.55,"Medium"
1,0.23,"Low"
1,4.24,"Low"
1,0.27,"Low"
1,0.28,"Low"
1,4.88,"Low"
1,35.62,"Low"
1,16.14,"High"
1,417.54,"Low"
1,0,"Low"
1,1.45,"Low"
2,0.78,"Medium"
1,2.28,"Low"
1,44,"Medium"
1,0.34,"Low"
1,16.57,"Low"
1,0.25,"Medium"
1,151.95,"Low"
1,0,"Low"
6,97.87,"Low"
1,29.2,"Low"
1,854.23,"Medium"
2,190,"Low"
1,48.18,"Low"
2,1120,"Low"
3,23.72,"Low"
2,16.98,"Low"
1,45.23,"Low"
4,402.23,"Low"
1,9.53,"Low"
4,96.67,"Low"
2,27.83,"Low"
1,20.93,"Low"
3,301.58,"Low"
1,3.77,"Low"
1,36.7,"Low"
0,1.55,"Low"
0,1.58,"Low"
0,1.62,"Low"
0,1.65,"Low"
0,1.7,"Low"
0,3.38,"Low"
1,0.27,"Medium"
0,3.32,"Low"
1,256.52,"Low"
0,0.22,"Low"
0,0,"Medium"
1,63,"Low"
1,17.6,"Low"
2,20.38,"Medium"
0,0.35,"Low"
3,3.3,"Low"
1,0.87,"Low"
1,10,"Medium"
1,47.8,"Low"
1,2.85,"Low"
1,1.25,"Low"
1,2,"Low"
1,2.05,"Low"
1,2,"Low"
1,2.25,"Low"
1,2.25,"Low"
1,1.05,"Low"
0,10.58,"Medium"
1,1.53,"Medium"
0,9.72,"Low"
1,2.05,"Medium"
1,1.98,"Medium"
1,1.85,"Medium"
1,15.51,"Medium"
1,60.47,"Low"
1,60.73,"Low"
2,52.15,"Low"
0,10.27,"Low"
1,59.25,"Low"
1,794.54,"Medium"
1,4.62,"Low"
1,0.73,"Low"
3,1.85,"Low"
1,30.75,"Low"
2,23.14,"Medium"
1,2.58,"Low"
4,19.63,"Low"
2,4.78,"Medium"
2,0.93,"Low"
2,12.32,"Low"
2,205.7,"Low"
1,441.93,"Low"
1,102.45,"Low"
3,62.73,"Medium"
1,1.68,"Low"
2,5.33,"Medium"
2,40.33,"Low"
3,2.43,"Medium"
1,29.75,"Low"
1,0.62,"Low"
1,14.69,"Low"
1,1.18,"Low"
1,4.43,"Low"
1,0.73,"Low"
2,25.4,"Low"
1,2.95,"Low"
0,0.72,"Low"
1,3.63,"Low"
1,71.98,"Low"
1,1.13,"Low"
1,0.68,"Low"
1,0.53,"Low"
1,52.97,"Low"
1,1.49,"Medium"
3,34.8,"Low"
1,0.95,"Low"
1,123.94,"Low"
2,243.09,"Low"
2,39.29,"Low"
0,1.72,"Low"
1,7.42,"High"
3,463.92,"Low"
0,0,"Low"
0,1.53,"Low"
1,60,"Medium"
3,87.27,"Low"
1,0,"Medium"
2,92.28,"Low"
4,20,"Low"
1,10.83,"Low"
1,0.4,"Medium"
0,1.52,"Low"
0,1.52,"Low"
0,1.5,"Low"
1,0,"Low"
2,154.65,"Low"
1,0,"Low"
1,0.02,"Low"
1,68.97,"Low"
0,17.25,"Low"
4,379.25,"Medium"
1,12.13,"Medium"
1,12.13,"Medium"
1,3.85,"Low"
2,75.57,"Low"
1,0.47,"Medium"
1,5.73,"Low"
1,34.17,"Low"
1,300.08,"Low"
1,0.6,"Low"
2,90.65,"Medium"
1,23.2,"Medium"
1,10.33,"Low"
1,24.05,"Low"
1,102.17,"Low"
1,33.2,"Medium"
1,0,"Low"
1,1.73,"Medium"
1,62.65,"Low"
1,23.8,"Low"
1,47.98,"Low"
0,0.62,"Low"
1,0.2,"Low"
4,142.2,"Low"
1,23.6,"Low"
0,0.25,"Low"
1,5.28,"Medium"
1,8.77,"Medium"
0,1.3,"Low"
1,6.07,"Medium"
1,24.76,"Low"
2,23.49,"High"
1,0.07,"Medium"
0,26.58,"Low"
1,89.43,"Low"
1,0.72,"Low"
0,18.2,"Medium"
4,49.15,"Low"
1,0.67,"Medium"
1,26.95,"Low"
1,79.7,"Low"
1,69.08,"Low"
5,306.7,"Low"
1,1.77,"Medium"
1,503.41,"Low"
1,9.39,"Low"
1,1.53,"Medium"
0,3.8,"Low"
1,1.1,"Low"
1,74.63,"Low"
2,29.57,"Low"
1,6.71,"Medium"
4,37.95,"Low"
1,85.07,"Low"
4,61.54,"Medium"
2,148.84,"Low"
0,0.43,"Medium"
1,1.13,"Low"
1,19.25,"Low"
1,0.27,"Low"
1,3.42,"Low"
1,1.68,"Low"
3,123.81,"Medium"
1,64.75,"Low"
1,213.3,"Low"
2,2.17,"Low"
2,2.1,"Low"
1,4,"Low"
2,15.42,"Low"
1,20.73,"Low"
2,10.4,"Low"
1,5.02,"Low"
1,17.11,"Medium"
2,1.42,"Medium"
1,0.45,"Low"
2,302.72,"Medium"
0,13.6,"Low"
1,14.68,"Low"
1,11.1,"Low"
1,447.9,"High"
0,0,"Medium"
1,0.27,"Medium"
3,22.5,"Medium"
1,3.23,"Low"
1,1.28,"Low"
3,150.12,"Low"
1,47.57,"Low"
0,0,"Low"
1,176.28,"Low"
1,1.12,"Low"
0,0,"Medium"
1,6.47,"Low"
1,18.6,"Low"
1,12.82,"Low"
4,260.53,"Low"
1,16.58,"Medium"
1,382.5,"Low"
1,3.22,"Medium"
1,20.95,"Medium"
1,264.1,"Medium"
1,0.4,"Medium"
1,91.32,"Low"
3,200,"Low"
2,511.78,"Low"
1,6.58,"Medium"
1,0,"Low"
2,10,"Low"
5,164.1,"Medium"
0,3.95,"Low"
1,50,"Medium"
1,1.55,"Medium"
2,17.23,"Medium"
1,0.92,"Low"
2,8.51,"Low"
1,616.43,"Low"
2,2.83,"Low"
1,111.03,"Medium"
1,120,"Low"
1,0.13,"Medium"
1,0,"Low"
3,358.69,"Low"
2,1.6,"Low"
1,282.03,"Medium"
1,12.86,"Low"
1,2.03,"Low"
0,8.26,"Low"
3,10.87,"Low"
1,0.58,"Low"
1,9.2,"Low"
1,3.82,"Low"
1,21.51,"Medium"
1,2.03,"Medium"
1,87.77,"Low"
1,0.27,"High"
2,8.54,"Medium"
2,15.89,"Medium"
1,0.85,"Medium"
1,60.3,"Low"
1,90.77,"High"
1,5.67,"Low"
1,0.22,"Low"
1,112.4,"Low"
1,11.23,"Medium"
1,0.9,"Low"
0,1.02,"Medium"
0,0,"Low"
2,181.78,"Low"
1,0.2,"Low"
0,3.7,"Low"
0,2.23,"Low"
2,163.11,"Low"
3,2601.18,"Low"
1,2.05,"Low"
1,13.88,"Low"
1,0.78,"Low"
0,3.78,"Low"
1,16.16,"Low"
1,0.83,"Low"
4,226.28,"Medium"
1,41.92,"Medium"
0,1.92,"Medium"
0,1.82,"Medium"
1,4.25,"Low"
1,67.25,"Low"
1,0.75,"Medium"
1,32.42,"Low"
1,12.02,"Medium"
1,4.7,"Low"
1,242.78,"Medium"
0,3.35,"Low"
0,10,"Low"
1,4.2,"Low"
1,0.9,"Low"
1,113.75,"Low"
3,112.5,"Medium"
0,0.85,"Low"
1,0,"Low"
4,110,"Low"
1,2.55,"Low"
1,202.57,"Medium"
3,203.82,"Medium"
3,13.67,"Low"
0,0.88,"Low"
1,3.43,"Low"
1,0,"Low"
0,2.88,"Medium"
0,2.85,"Medium"
0,2.48,"Low"
0,2.47,"Low"
5,173,"Medium"
0,0.44,"High"
0,0.98,"Medium"
0,1.48,"Medium"
0,0.36,"High"
1,9.2,"Low"
0,0.62,"Medium"
0,1.33,"Medium"
0,1.63,"Medium"
0,1.63,"Medium"
0,1.63,"Medium"
0,0.77,"Medium"
0,1.27,"Medium"
0,1.25,"Medium"
0,1.63,"Medium"
0,0.67,"Medium"
0,0.7,"Medium"
0,1.23,"Medium"
0,1.22,"Medium"
0,111.55,"Low"
0,0.4,"Medium"
0,0.47,"Medium"
0,1.3,"Medium"
0,0.48,"Medium"
2,40.63,"Medium"
1,11.45,"Low"
0,0.38,"Medium"
0,0.3,"Medium"
1,177.3,"Low"
1,1.95,"Medium"
0,0.83,"Medium"
0,0.75,"Medium"
0,0.18,"Medium"
0,0.17,"Low"
0,0.07,"Medium"
0,1.08,"Low"
0,1.03,"Low"
1,340.53,"Low"
0,1.02,"Low"
0,0.97,"Low"
0,0.95,"Low"
0,0.95,"Low"
0,0.92,"Low"
1,15.81,"Low"
1,252.34,"Low"
0,0.87,"Low"
0,0.87,"Low"
0,0.82,"Low"
0,0.62,"Medium"
0,0.18,"Low"
2,379.65,"Low"
0,0.05,"Medium"
0,0.9,"Medium"
1,28.35,"Low"
3,61.08,"Low"
1,68.38,"Low"
1,0.75,"Medium"
0,0.2,"High"
0,1.1,"Medium"
1,0.03,"Low"
1,0,"Low"
0,0.9,"Medium"
0,3.3,"Medium"
1,8.53,"Medium"
0,0.18,"Low"
0,0.15,"Low"
0,0.55,"Medium"
2,74.8,"High"
0,0.05,"Low"
2,3.85,"Medium"
1,148.83,"Medium"
1,31.05,"Medium"
1,2.85,"Low"
0,7.56,"Low"
1,14.6,"Low"
1,1.07,"Low"
1,0.27,"Low"
1,0.83,"Low"
1,2.93,"Medium"
1,7.67,"Medium"
0,0.22,"Medium"
0,0.25,"Medium"
1,16.29,"Medium"
0,3.82,"Low"
0,3.83,"Low"
2,11.73,"Low"
1,33.2,"Low"
1,3.18,"Medium"
1,7.11,"Low"
2,46.4,"Low"
2,309.6,"Low"
1,5.73,"Low"
1,1,"Low"
0,1.03,"Medium"
0,0.67,"Medium"
1,0.69,"High"
1,0.68,"Medium"
1,48.45,"Medium"
4,59.69,"Low"
1,0.33,"Low"
2,7.02,"Medium"
1,90.5,"Low"
4,3.37,"Low"
1,0,"Low"
1,2.85,"Low"
1,29,"Low"
1,93.55,"High"
1,5.08,"Low"
2,2833.89,"Medium"
1,0.83,"Low"
1,2.22,"Medium"
2,60.24,"Low"
2,146.25,"Low"
3,20.13,"Low"
1,43.65,"Low"
1,3.7,"Low"
1,3.74,"Low"
1,48.79,"Low"
1,93.87,"High"
1,1.73,"Low"
1,0.33,"Low"
1,1.7,"Low"
1,1.6,"Low"
3,0,"Medium"
1,1.47,"Low"
1,1.25,"Low"
0,15.35,"Low"
1,0.93,"Medium"
1,107.48,"Low"
0,14.85,"Low"
0,2.62,"Medium"
2,53.38,"Low"
2,103.27,"Low"
6,343.73,"Low"
1,332.22,"Low"
1,0,"Low"
1,0,"Low"
2,113.32,"Low"
1,493.87,"Low"
1,0,"Low"
0,2.37,"Medium"
1,0,"Low"
1,0,"Low"
1,2.45,"Medium"
1,0.58,"Medium"
1,0,"Low"
3,101.42,"Medium"
1,0,"Low"
1,0,"Low"
1,0,"Low"
2,84.22,"High"
1,10.13,"Medium"
1,0,"Medium"
1,1.37,"Low"
1,2.37,"Medium"
1,85.78,"Low"
1,41.33,"Low"
2,33.25,"Medium"
2,33.98,"Medium"
3,3.72,"Low"
3,50,"Medium"
4,1.33,"Low"
2,0.98,"Medium"
1,74.52,"Medium"
1,0,"Medium"
1,22.25,"Low"
1,22.27,"Low"
3,0,"Medium"
1,0.08,"Medium"
0,1,"Low"
1,0,"Low"
2,4.79,"High"
1,77.2,"Low"
1,1.42,"Low"
0,0,"Low"
1,0,"Low"
1,0,"Low"
1,2.01,"High"
0,1.3,"Medium"
0,0.95,"Low"
1,27.45,"Low"
1,0,"Low"
0,0,"Medium"
0,0,"Medium"
0,1.02,"Medium"
0,46.97,"Medium"
0,44.38,"Medium"
0,1,"Medium"
0,1.05,"Medium"
0,1,"Medium"
0,0.87,"Medium"
0,0,"Medium"
0,0,"Medium"
1,1.53,"Low"
0,0.95,"Medium"
0,0.83,"Medium"
0,0.82,"Medium"
0,8.33,"Medium"
0,4.43,"Medium"
0,8.32,"Medium"
0,8.32,"Medium"
3,1.32,"Low"
0,3.67,"Low"
2,2.93,"Low"
0,0.97,"Low"
1,53.45,"Medium"
1,30,"Low"
2,0,"Medium"
3,1080,"Low"
1,0,"Low"
1,2.68,"Low"
1,1.12,"Medium"
2,6.48,"Medium"
1,0,"Low"
1,7.9,"Low"
0,0,"Low"
1,0,"Low"
1,0,"Low"
1,2.62,"Low"
1,24.23,"Medium"
1,24.18,"Medium"
1,10.4,"Low"
3,97.7,"Low"
2,53.62,"Medium"
1,20.95,"Medium"
1,4.48,"Low"
1,1.58,"Low"
2,13.48,"Low"
0,1.3,"Medium"
1,1.1,"Low"
1,2.55,"Medium"
1,107.38,"Low"
1,2.85,"Low"
1,0,"Medium"
1,4.32,"Low"
1,0.92,"Low"
3,411.28,"Low"
1,0.92,"Low"
1,0.9,"Low"
1,0,"Low"
1,40,"Low"
1,18.95,"Low"
1,14.38,"Low"
1,0,"Medium"
1,16.92,"Low"
3,5.65,"Low"
1,605.92,"Low"
1,0,"Low"
1,5.45,"Low"
